Şirket;Tarih;Fatura no;Fatura içeriği;Gider sınıfı;Firma;Adet;Kur; Usd tutar ;Ücret
Bekkiler;30.06.2024;YG52024063002499;Her yöne 1000 dakika - 34.9 TL/Ay-2662461426 (Haziran 2024);SABIT HAT;TURKNET;1,00;;;₺26,85
Bekkiler;30.06.2024;YG52024063002499;Her yöne 1000 dakika - 34.9 TL/Ay-2662465109 (Haziran 2024);SABIT HAT;TURKNET;1,00;;;₺26,85
Bekkiler;30.06.2024;YG52024063002499;Her yöne 1000 dakika - 34.9 TL/Ay-2662460518 (Haziran 2024)(GSM:26% SA:13% SI:45% TN:8% DO:9% );SABIT HAT;TURKNET;1,00;;;₺26,85
Bekkiler;30.06.2024;YG52024063002499;Her yöne 1000 dakika - 34.9 TL/Ay-2662462752 (Haziran 2024)(GSM:29% SA:6% SI:35% TN:12% DO:19% );SABIT HAT;TURKNET;1,00;;;₺26,85
Bekkiler;30.06.2024;YG52024063002499;İŞ MAX 35 - Taahhütsüz - 2662465109 (Temmuz 2024);SABIT HAT;TURKNET;1,00;;;₺307,62
Bekkiler;30.06.2024;YG52024063002499;Her yöne 1000 dakika - 34.9 TL/Ay-2662465108 (Haziran 2024)(GSM:45% SA:5% SI:43% TN:4% DO:3% );SABIT HAT;TURKNET;1,00;;;₺26,85
Bekkiler;30.06.2024;YG52024063002499;Her yöne 1000 dakika - 34.9 TL/Ay-2662460409 (Haziran 2024)(GSM:25% SA:9% SI:49% TN:6% DO:10% );SABIT HAT;TURKNET;1,00;;;₺26,85
Bekkiler;30.06.2024;YG52024063002499;KDV(%20);SABIT HAT;TURKNET;1,00;;;₺115,22
Bekkiler;30.06.2024;YG52024063002499;OIV(%10);SABIT HAT;TURKNET;1,00;;;₺57,61
Bekkiler;01.07.2024;BTE2024000001991;SISTEM DESTEK HIZMET BEDELI;SİSTEM DESTEK G.;BTE BİLGİSAYAR YAZ. DON.;1,00;;;₺2.400,00
Bekkiler;01.07.2024;Raart20;İlan, reklam ve tanıtım;GÖRSEL TANITIM G.;RAART GÖRSEL SAN. REK.;1,00;;;₺44.175,00
Beksan;24.07.2024;ANE2024000002094;NEXTSTAR YE-4270 Sabit Askı Aparatı;DONANIM G.;ANTENCİ ELEKTRONİK ;1,00;;;₺195,83
Beksan;24.07.2024;ANE2024000002094;POE SPLITTER 12V AKTİF ÇEVİRİCİ / NV-114;DONANIM G.;ANTENCİ ELEKTRONİK ;1,00;;;₺112,50
Beksan;24.07.2024;ANE2024000002094; KDV (% 20,00 );DONANIM G.;ANTENCİ ELEKTRONİK ;1,00;;;₺61,67
Beksan;22.07.2024;AAA2024000000292;DEVELOP TN118 TONER;YAZICI G.;OFİS BÜRO MAKİNALARI;2,00;;;₺3.742,94
Beksan;22.07.2024;AAA2024000000292;SAMSUNG ML 1610 MUADİL TONER ;YAZICI G.;OFİS BÜRO MAKİNALARI;1,00;;;₺395,83
Beksan;22.07.2024;AAA2024000000292; KDV (% 20,00 );YAZICI G.;OFİS BÜRO MAKİNALARI;1,00;;;₺827,75
Bekkiler;16.07.2024;AAA2024000000285;CANON 057H MUADİL TONER   ;YAZICI G.;OFİS BÜRO MAKİNALARI;3,00;;;₺2.254,89
Beksan;25.07.2024;ANE2024000002104;Outdoor Box+Taban Kamera Kutusu Büyük;DONANIM G.;ANTENCİ ELEKTRONİK ;3,00;;;₺67,22
Beksan;25.07.2024;ANE2024000002104;POE SPLITTER 12V AKTİF ÇEVİRİCİ;DONANIM G.;ANTENCİ ELEKTRONİK ;2,00;;;₺224,08
Beksan;25.07.2024;ANE2024000002104;KDV (%20.00);DONANIM G.;ANTENCİ ELEKTRONİK ;1,00;;;₺58,26
Beksan;31.07.2024;BNF2024000001009; AYLIK TELEFON DESTEK HİZMETİ;NETSİS DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;1,00;;;₺6.000,00
Beksan;29.07.2024;BNF2024000000918; PROJE VE DANIŞMANLIK HİZMETİ;EFLOW DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;2,62;;;₺16.506,00
Beksan;31.07.2024;01S2024000993651;MPLSVPN Hizmetleri (%20 KDV + %10 OIV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺868,80
Beksan;31.07.2024;01S2024000993651;Data Servisleri (%20 KDV + %10 OIV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺1.198,76
Beksan;31.07.2024;01S2024000993651;Ofis Güvenlik Duvarı (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺225,00
Beksan;31.07.2024;01S2024000993651;UZAKTAN YEDEKLEME (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺872,46
Beksan;31.07.2024;01S2024000993651;Katma Değerli Servisler (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺294,70
Beksan;31.07.2024;01S2024000993651;SANAL VERİ MERKEZİ (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺4.321,76
Beksan;31.07.2024;01S2024000993651;KDV (%20);İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺1.556,30
Beksan;31.07.2024;01S2024000993651;Özel İletişim Vergisi (%10);İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺206,76
Beksan;31.07.2024;A162024004513483;DsL sabit internet;İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;;;₺494,75
Beksan;31.07.2024;C012024001359153;TELEFON;SABIT HAT;TURKTELEKOM;1,00;;;₺1.258,75
Bekkiler;31.07.2024;BNF2024000000993; AYLIK TELEFON DESTEK HİZMETİ;NETSİS DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;1,00;;;₺10.200,00
Bekkiler;29.07.2024;BNF2024000000928; PROJE VE DANIŞMANLIK HİZMETİ;EFLOW DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;0,87;;;₺9.918,00
Bekkiler;31.07.2024;01S2024001065420;MPLSVPN Hizmetleri (%20 KDV + %10 OIV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺1.343,60
Bekkiler;31.07.2024;01S2024001065420;Data Servisleri (%20 KDV + %10 OIV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺750,00
Bekkiler;31.07.2024;01S2024001065420;Ofis Güvenlik Duvarı (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺225,00
Bekkiler;31.07.2024;01S2024001065420;UZAKTAN YEDEKLEME (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺800,00
Bekkiler;31.07.2024;01S2024001065420;Enterprise WiFi Servisi (AP) (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺300,00
Bekkiler;31.07.2024;01S2024001065420;Katma Değerli Servisler (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺178,50
Bekkiler;31.07.2024;01S2024001065420;SANAL VERİ MERKEZİ (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺4.181,52
Bekkiler;31.07.2024;01S2024001065420;KDV (%20);İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺1.555,72
Bekkiler;31.07.2024;01S2024001065420;Özel İletişim Vergisi (%10);İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺209,36
Bekkiler;31.07.2024;A162024004178662;DsL sabit internet;İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;;;₺428,50
Bekkiler;01.08.2024;BTE2024000002298;SISTEM DESTEK HIZMET BEDELI;NETSİS DESTEK G.;BTE BİLGİSAYAR YAZ. DON.;1,00;;;₺2.400,00
Bekkiler;08.08.2024;AAA2024000000312;CANON 057H MUADİL TONER ;YAZICI G.;OFİS BÜRO MAKİNALARI;2,00;;;₺1.275,16
Bekkiler;08.08.2024;AAA2024000000312;Hp ce285a Muadil Toner 1600 Sayfa ;YAZICI G.;OFİS BÜRO MAKİNALARI;2,00;;;₺604,02
Bekkiler;08.08.2024;AAA2024000000312;KDV (%20);YAZICI G.;OFİS BÜRO MAKİNALARI;1,00;;;₺375,84
Bekkiler;31.07.2024;YH62024073103584;İŞ MAX 35 - Taahhütsüz - 2662465109 (Ağustos 2024);SABIT HAT;TURKNET;1,00;;;₺384,54
Bekkiler;31.07.2024;YH62024073103584;Her yöne 1000 dakika - 34.9 TL/Ay-2662463513 (Temmuz 2024)(GSM:39% SA:20% SI:19% TN:7% DO:14% );SABIT HAT;TURKNET;1,00;;;₺57,69
Bekkiler;31.07.2024;YH62024073103584;Her yöne 1000 dakika - 34.9 TL/Ay-2662462752 (Temmuz 2024)(GSM:29% SA:10% SI:36% TN:15% DO:10% );SABIT HAT;TURKNET;1,00;;;₺57,69
Bekkiler;31.07.2024;YH62024073103584;Her yöne 1000 dakika - 34.9 TL/Ay-2662462755 (Temmuz 2024);SABIT HAT;TURKNET;1,00;;;₺57,69
Bekkiler;31.07.2024;YH62024073103584;Her yöne 1000 dakika - 34.9 TL/Ay-2662465108 (Temmuz 2024)(GSM:25% SA:23% SI:32% TN:10% DO:9% );SABIT HAT;TURKNET;1,00;;;₺57,69
Bekkiler;31.07.2024;YH62024073103584;Her yöne 1000 dakika - 34.9 TL/Ay-2662460409 (Temmuz 2024)(GSM:26% SA:8% SI:41% TN:15% DO:10% );SABIT HAT;TURKNET;1,00;;;₺57,69
Bekkiler;31.07.2024;YH62024073103584;Her yöne 1000 dakika - 34.9 TL/Ay-2662460518 (Temmuz 2024)(GSM:33% SA:15% SI:27% TN:13% DO:12% );SABIT HAT;TURKNET;1,00;;;₺57,69
Bekkiler;31.07.2024;YH62024073103584;Her yöne 1000 dakika - 34.9 TL/Ay-2662461426 (Temmuz 2024);SABIT HAT;TURKNET;1,00;;;₺57,69
Bekkiler;31.07.2024;YH62024073103584;Telefon Kullanım Ücreti(2662462752)(Temmuz 2024)(GSM:7% SA:13% UA:4% SI:45% TN:19% DO:12% );SABIT HAT;TURKNET;1,00;;;₺0,76
Bekkiler;31.07.2024;YH62024073103584;Her yöne 1000 dakika - 34.9 TL/Ay-2662462751 (Temmuz 2024)(GSM:24% SA:17% SI:27% TN:13% TO:5% DO:13% );SABIT HAT;TURKNET;1,00;;;₺57,69
Bekkiler;31.07.2024;YH62024073103584;Her yöne 1000 dakika - 34.9 TL/Ay-2662465109 (Temmuz 2024);SABIT HAT;TURKNET;1,00;;;₺26,85
Bekkiler;31.07.2024;YH62024073103584;Her yöne 1000 dakika - 34.9 TL/Ay-2662462750 (Temmuz 2024)(GSM:29% SA:21% SI:31% TN:9% DO:10% );SABIT HAT;TURKNET;1,00;;;₺57,69
Bekkiler;31.07.2024;YH62024073103584;KDV(%20);SABIT HAT;TURKNET;1,00;;;₺186,27
Bekkiler;31.07.2024;YH62024073103584;OIV(%10);SABIT HAT;TURKNET;1,00;;;₺93,14
Beksan;01.08.2024;BTE2024000002291;SISTEM DESTEK HIZMET BEDELI;SİSTEM DESTEK G.;BTE BİLGİSAYAR YAZ. DON.;1,00;;;₺2.400,00
Beksan;08.08.2024;ANE2024000002295;WELLPOWER 15V 1A ADAPTÖR;DONANIM G.;ANTENCİ ELEKTRONİK ;1,00;;;₺84,00
Beksan;07.08.2024;ANE2024000002284;3A TTEC BAKIMSIZ KURU TIP AKU;DONANIM G.;ANTENCİ ELEKTRONİK ;1,00;;;₺220,00
Bekkiler;01.08.2024;Raart21;İlan, reklam ve tanıtım;GÖRSEL TANITIM G.;RAART GÖRSEL SAN. REK.;1,00;;;₺44.175,00
Beksan;12.08.2024;ANE2024000002337;POLOTECH 20CM HDMI L KABLO;DONANIM G.;ANTENCİ ELEKTRONİK ;1,00;;;₺35,42
Beksan;12.08.2024;ANE2024000002337;RJ45 CAT6 ŞASE 180Derece Keystone Jak ;DONANIM G.;ANTENCİ ELEKTRONİK ;4,00;;;₺110,00
Beksan;12.08.2024;ANE2024000002337;KDV (%20);DONANIM G.;ANTENCİ ELEKTRONİK ;1,00;;;₺29,08
Beksan;29.08.2024;BNF2024000001054; PROJE VE DANIŞMANLIK HİZMETİ;EFLOW DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;4,28;;;₺26.964,00
Beksan;17.08.2024;BTM2024000001228;RAM PC 8GB DDR3 1600MHz TWINMOS;DONANIM G.;BTM TEKNOLOJİ ;1,00;;;₺775,00
Beksan;17.08.2024;BTM2024000001228;PIR HAREKET DEDEKTÖRÜ OPAX ;DONANIM G.;BTM TEKNOLOJİ ;1,00;;;₺625,00
Beksan;17.08.2024;BTM2024000001228; MANYETİK KONTAK OPAX RD-2005 KABLOSUZ/ KAPI PENCERE SENSÖRÜ;DONANIM G.;BTM TEKNOLOJİ ;10,00;;;₺3.250,00
Beksan;17.08.2024;BTM2024000001228;KDV (%20);DONANIM G.;BTM TEKNOLOJİ ;1,00;;;₺930,00
Beksan;19.08.2024;AAA2024000000322;Roller Assy İNE0 306  ;YAZICI G.;OFİS BÜRO MAKİNALARI;1,00;;;₺554,92
Beksan;19.08.2024;AAA2024000000322;ROLLER İNEO306 ;YAZICI G.;OFİS BÜRO MAKİNALARI;1,00;;;₺1.109,84
Beksan;19.08.2024;AAA2024000000322;KDV (%20);YAZICI G.;OFİS BÜRO MAKİNALARI;1,00;;;₺332,95
Bekkiler;29.08.2024;BNF2024000001064; PROJE VE DANIŞMANLIK HİZMETİ;EFLOW DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;0,62;;;₺7.068,00
Bekkiler;17.08.2024;BTM2024000001229;SWITCH TP-LINK TL-SF1005D 5 PORT 10/100 ;DONANIM G.;BTM TEKNOLOJİ ;1,00;;;₺360,00
Beksan;31.08.2024;BNF2024000001149; AYLIK TELEFON DESTEK HİZMETİ;NETSİS DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;1,00;;;₺6.000,00
Beksan;02.09.2024;BTE2024000002629;SISTEM DESTEK HIZMET BEDELI;SİSTEM DESTEK G.;BTE BİLGİSAYAR YAZ. DON.;1,00;;;₺2.400,00
Beksan;31.08.2024;01S2024001191744;MPLSVPN Hizmetleri (%20 KDV + %10 OIV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺868,80
Beksan;31.08.2024;01S2024001191744;Data Servisleri (%20 KDV + %10 OIV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺1.198,76
Beksan;31.08.2024;01S2024001191744;Ofis Güvenlik Duvarı (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺225,00
Beksan;31.08.2024;01S2024001191744;UZAKTAN YEDEKLEME (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺872,46
Beksan;31.08.2024;01S2024001191744;Katma Değerli Servisler (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺294,70
Beksan;31.08.2024;01S2024001191744;SANAL VERİ MERKEZİ (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺4.321,76
Beksan;31.08.2024;01S2024001191744;KDV (%20);İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺1.556,30
Beksan;31.08.2024;01S2024001191744;OTV (%10);İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺206,76
Beksan;31.08.2024;A162024005276778;DSL(İNTERNET);İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;;;₺494,50
Beksan;31.08.2024;C012024001550084;TELEFON;SABIT HAT;TURKTELEKOM;1,00;;;₺1.141,75
Bekkiler;31.08.2024;BNF2024000001133; AYLIK TELEFON DESTEK HİZMETİ;NETSİS DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;1,00;;;₺10.200,00
Bekkiler;02.09.2024;BTE2024000002636;SISTEM DESTEK HIZMET BEDELI;SİSTEM DESTEK G.;BTE BİLGİSAYAR YAZ. DON.;1,00;;;₺2.400,00
Bekkiler;04.09.2024;BTE2024000002700;KUR FARKI (Barkod yazıcı);DONANIM G.;BTE BİLGİSAYAR YAZ. DON.;1,00;;;₺307,40
Bekkiler;31.08.2024;01S2024001252410;MPLSVPN Hizmetleri (%20 KDV + %10 OIV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺1.343,60
Bekkiler;31.08.2024;01S2024001252410;Data Servisleri (%20 KDV + %10 OIV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺750,00
Bekkiler;31.08.2024;01S2024001252410;Ofis Güvenlik Duvarı (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺225,00
Bekkiler;31.08.2024;01S2024001252410;UZAKTAN YEDEKLEME (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺800,00
Bekkiler;31.08.2024;01S2024001252410;Enterprise WiFi Servisi (AP) (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺300,00
Bekkiler;31.08.2024;01S2024001252410;Katma Değerli Servisler (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺178,50
Bekkiler;31.08.2024;01S2024001252410;SANAL VERİ MERKEZİ (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺4.181,52
Bekkiler;31.08.2024;01S2024001252410;KDV (%20);İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺1.555,72
Bekkiler;31.08.2024;01S2024001252410;OTV (%10);İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺209,36
Bekkiler;31.08.2024;A162024005231579;DSL(İNTERNET);İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;;;₺428,50
Bekkiler;31.08.2024;YI62024083103478;İŞ MAX 35 - Taahhütsüz - 2662465109 (Eylül 2024);SABIT HAT;TURKNET;1,00;;;₺384,54
Bekkiler;31.08.2024;YI62024083103478;Her yöne 1000 dakika - 2662460518 (Ağustos 2024)(GSM:29% SA:12% SI:33% TN:5% DO:21% );SABIT HAT;TURKNET;1,00;;;₺57,69
Bekkiler;31.08.2024;YI62024083103478;Her yöne 1000 dakika - 2662465108 (Ağustos 2024)(GSM:29% SA:16% SI:30% DO:24% );SABIT HAT;TURKNET;1,00;;;₺57,69
Bekkiler;31.08.2024;YI62024083103478;Her yöne 1000 dakika - 2662461426 (Ağustos 2024);SABIT HAT;TURKNET;1,00;;;₺57,69
Bekkiler;31.08.2024;YI62024083103478;Her yöne 1000 dakika - 2662462752 (Ağustos 2024)(GSM:17% SA:7% SI:43% TN:8% TO:4% DO:21% );SABIT HAT;TURKNET;1,00;;;₺57,69
Bekkiler;31.08.2024;YI62024083103478;Her yöne 1000 dakika - 2662462750 (Ağustos 2024)(GSM:13% SA:16% SI:54% DO:17% );SABIT HAT;TURKNET;1,00;;;₺57,69
Bekkiler;31.08.2024;YI62024083103478;Her yöne 1000 dakika - 2662460409 (Ağustos 2024)(GSM:29% SA:15% SI:35% TN:3% TO:3% DO:15% );SABIT HAT;TURKNET;1,00;;;₺57,69
Bekkiler;31.08.2024;YI62024083103478;Her yöne 1000 dakika - 2662465109 (Ağustos 2024);SABIT HAT;TURKNET;1,00;;;₺57,69
Bekkiler;31.08.2024;YI62024083103478;Her yöne 1000 dakika - 2662462755 (Ağustos 2024);SABIT HAT;TURKNET;1,00;;;₺57,69
Bekkiler;31.08.2024;YI62024083103478;Her yöne 1000 dakika - 2662463513 (Ağustos 2024)(GSM:36% SA:6% SI:28% TN:15% DO:15% );SABIT HAT;TURKNET;1,00;;;₺57,69
Bekkiler;31.08.2024;YI62024083103478;Her yöne 1000 dakika - 2662462751 (Ağustos 2024)(GSM:22% SA:4% SI:57% TN:1% DO:15% );SABIT HAT;TURKNET;1,00;;;₺57,69
Bekkiler;31.08.2024;YI62024083103478;KDV (%20);SABIT HAT;TURKNET;1,00;;;₺192,29
Bekkiler;31.08.2024;YI62024083103478;OTV (%10);SABIT HAT;TURKNET;1,00;;;₺96,15
Bekkiler;02.09.2024;Raart22;İlan, reklam ve tanıtım;GÖRSEL TANITIM G.;RAART GÖRSEL SAN. REK.;1,00;;;₺44.175,00
Bekkiler;14.09.2024;BTE2024000002791;ESET PROTECT ENTRY ON-PREM 35 KULLANICI -3 YIL;YAZILIM LİSANS G.;BTE BİLGİSAYAR YAZ. DON.;1,00;;;₺91.604,52
Beksan;19.09.2024;ANE2024000002748;WİNKEL HDMI EXTENDER 30MT ;DONANIM G.;ANTENCİ ELEKTRONİK;1,00;;;₺240,00
Beksan;27.09.2024;BNF2024000001198;NETSİS 3 ENTERPİSE LEM PAKETİ (STANDART);NETSİS YAZILIM G.;BTENET YAZILIM VE PROJE HİZ.;1,00;;;₺271.167,60
Beksan;27.09.2024;BNF2024000001208; PROJE VE DANIŞMANLIK HİZMETİ;EFLOW DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;4,50;;;₺28.350,00
Bekkiler;27.09.2024;BNF2024000001217; PROJE VE DANIŞMANLIK HİZMETİ;EFLOW DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;0,44;;;₺5.016,00
Beksan;30.09.2024;BNF2024000001295;AYLIK TELEFON DESTEK HİZMETİ;NETSİS DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;1,00;;;₺10.200,00
Bekkiler;30.09.2024;"	BNF2024000001279"; AYLIK TELEFON DESTEK HİZMETİ;NETSİS DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;1,00;;;₺10.200,00
Beksan;30.09.2024;01S2024001379186;MPLSVPN Hizmetleri (%20 KDV + %10 OIV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺868,80
Beksan;30.09.2024;01S2024001379186;Data Servisleri (%20 KDV + %10 OIV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺1.198,76
Beksan;30.09.2024;01S2024001379186;Ofis Güvenlik Duvarı (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺225,00
Beksan;30.09.2024;01S2024001379186;UZAKTAN YEDEKLEME (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺872,46
Beksan;30.09.2024;01S2024001379186;Katma Değerli Servisler (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺294,70
Beksan;30.09.2024;01S2024001379186;SANAL VERİ MERKEZİ (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺4.321,76
Beksan;30.09.2024;01S2024001379186;KDV (%20);İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺1.556,30
Beksan;30.09.2024;01S2024001379186;Özel İletişim Vergisi (%10);İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺206,76
Beksan;30.09.2024;"	A162024005839522";DSL(İNTERNET);İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;;;₺494,50
Beksan;30.09.2024;C012024001739014;TELEFON;SABIT HAT;TURKTELEKOM;1,00;;;₺1.191,25
Bekkiler;30.09.2024;01S2024001460368;MPLSVPN Hizmetleri (%20 KDV + %10 OIV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺1.343,60
Bekkiler;30.09.2024;01S2024001460368;Data Servisleri (%20 KDV + %10 OIV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺750,00
Bekkiler;30.09.2024;01S2024001460368;Ofis Güvenlik Duvarı (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺225,00
Bekkiler;30.09.2024;01S2024001460368;UZAKTAN YEDEKLEME (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺800,00
Bekkiler;30.09.2024;01S2024001460368;Enterprise WiFi Servisi (AP) (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺300,00
Bekkiler;30.09.2024;01S2024001460368;Katma Değerli Servisler (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺178,50
Bekkiler;30.09.2024;01S2024001460368;SANAL VERİ MERKEZİ (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺4.181,52
Bekkiler;30.09.2024;01S2024001460368;KDV (%20);İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺1.555,72
Bekkiler;30.09.2024;01S2024001460368;Özel İletişim Vergisi (%10);İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺209,36
Bekkiler;30.09.2024;A162024005701319;DSL(İNTERNET);İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;;;₺428,50
Bekkiler;30.09.2024;YJ52024093000757;Her yöne 1000 dakika - 100 TL/Ay-2662462750 (Eylül 2024)(GSM:50% SA:32% SI:13% DO:5% );SABIT HAT;TURKNET;1,00;;;₺57,69
Bekkiler;30.09.2024;YJ52024093000757;Her yöne 1000 dakika - 100 TL/Ay-2662462755 (Eylül 2024);SABIT HAT;TURKNET;1,00;;;₺57,69
Bekkiler;30.09.2024;YJ52024093000757;Her yöne 1000 dakika - 100 TL/Ay-2662460518 (Eylül 2024)(GSM:16% SA:36% SI:45% DO:4% );SABIT HAT;TURKNET;1,00;;;₺57,69
Bekkiler;30.09.2024;YJ52024093000757; Her yöne 1000 dakika - 100 TL/Ay-2662463513 (Eylül 2024)(GSM:19% SA:11% SI:70% );SABIT HAT;TURKNET;1,00;;;₺57,69
Bekkiler;30.09.2024;YJ52024093000757;Her yöne 1000 dakika - 100 TL/Ay-2662462752 (Eylül 2024)(GSM:38% SA:8% SI:44% DO:10% );SABIT HAT;TURKNET;1,00;;;₺57,69
Bekkiler;30.09.2024;YJ52024093000757;Her yöne 1000 dakika - 100 TL/Ay-2662460409 (Eylül 2024)(GSM:31% SA:19% SI:41% DO:9% );SABIT HAT;TURKNET;1,00;;;₺57,69
Bekkiler;30.09.2024;YJ52024093000757;İŞ MAX 35 - Taahhütsüz - 2662465109 (Ekim 2024);SABIT HAT;TURKNET;1,00;;;₺384,54
Bekkiler;30.09.2024;YJ52024093000757;Her yöne 1000 dakika - 100 TL/Ay-2662465109 (Eylül 2024);SABIT HAT;TURKNET;1,00;;;₺57,69
Bekkiler;30.09.2024;YJ52024093000757;Her yöne 1000 dakika - 100 TL/Ay-2662462751 (Eylül 2024)(GSM:56% SA:18% SI:21% DO:6% );SABIT HAT;TURKNET;1,00;;;₺57,69
Bekkiler;30.09.2024;YJ52024093000757;Her yöne 1000 dakika - 100 TL/Ay-2662461426 (Eylül 2024);SABIT HAT;TURKNET;1,00;;;₺57,69
Bekkiler;30.09.2024;YJ52024093000757;Her yöne 1000 dakika - 100 TL/Ay-2662465108 (Eylül 2024)(GSM:16% SA:16% SI:58% DO:11% );SABIT HAT;TURKNET;1,00;;;₺57,69
Bekkiler;30.09.2024;YJ52024093000757;KDV (%20);SABIT HAT;TURKNET;1,00;;;₺192,29
Bekkiler;30.09.2024;YJ52024093000757;OIV (%10);SABIT HAT;TURKNET;1,00;;;₺96,15
